Catalyst,Solvent,Base,Plate,Analysis,Plating,Yield,Conversion
IPr-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,93,100
SIPr-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,93,100
IMes-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,38,36
SIMes-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,32,99
IDD-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,11,11
SIDD-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,7,3
IPr*-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,78,100
IPr*OMe-Pd-DMS,EtOH,K2CO3,783,UPLC,Method1,76,100
IPr-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,91,100
SIPr-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,19,28
IMes-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,35,39
SIMes-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,17,21
IDD-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,14,34
SIDD-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,10,25
IPr*-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,11,41
IPr*OMe-Pd-DMS,EtOH,Cs2CO3,783,UPLC,Method1,9,37
IPr-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,94,100
SIPr-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,84,100
IMes-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,14,13
SIMes-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,20,23
IDD-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,8,14
SIDD-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,8,15
IPr*-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,37,100
IPr*OMe-Pd-DMS,EtOH,K3PO4,783,UPLC,Method1,30,100
IPr-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,30,30
SIPr-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,16,16
IMes-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,15,22
SIMes-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,9,11
IDD-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,5,1
SIDD-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,12,13
IPr*-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,26,33
IPr*OMe-Pd-DMS,iPrOAc,K2CO3,783,UPLC,Method1,23,25
IPr-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,92,100
SIPr-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,87,98
IMes-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,44,50
SIMes-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,38,44
IDD-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,7,6
SIDD-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,45,52
IPr*-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,43,51
IPr*OMe-Pd-DMS,iPrOAc,Cs2CO3,783,UPLC,Method1,46,56
IPr-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,93,98
SIPr-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,45,53
IMes-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,40,48
SIMes-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,32,31
IDD-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,11,12
SIDD-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,40,46
IPr*-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,33,42
IPr*OMe-Pd-DMS,iPrOAc,K3PO4,783,UPLC,Method1,22,26
IPr-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,15,7
SIPr-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,8,4
IMes-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,8,1
SIMes-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,5,0
IDD-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,3,0
SIDD-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,8,0
IPr*-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,16,15
IPr*OMe-Pd-DMS,Me-THF,K2CO3,783,UPLC,Method1,13,10
IPr-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,95,100
SIPr-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,94,97
IMes-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,63,62
SIMes-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,27,24
IDD-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,7,1
SIDD-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,24,20
IPr*-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,20,16
IPr*OMe-Pd-DMS,Me-THF,Cs2CO3,783,UPLC,Method1,29,26
IPr-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,55,55
SIPr-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,30,32
IMes-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,20,18
SIMes-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,13,9
IDD-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,5,0
SIDD-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,13,5
IPr*-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,18,14
IPr*OMe-Pd-DMS,Me-THF,K3PO4,783,UPLC,Method1,12,5
IPr-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,11,
SIPr-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,7,
IMes-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,3,
SIMes-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,3,
IDD-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,3,
SIDD-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,3,
IPr*-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,21,
IPr*OMe-Pd-DMS,Toluene,K2CO3,783,UPLC,Method1,19,
IPr-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,73,
SIPr-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,57,
IMes-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,13,
SIMes-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,15,
IDD-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,3,
SIDD-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,6,
IPr*-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,91,
IPr*OMe-Pd-DMS,Toluene,Cs2CO3,783,UPLC,Method1,84,
IPr-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,23,
SIPr-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,20,
IMes-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,15,
SIMes-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,9,
IDD-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,3,
SIDD-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,5,
IPr*-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,19,
IPr*OMe-Pd-DMS,Toluene,K3PO4,783,UPLC,Method1,15,
IPr-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,85,100
SIPr-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,84,100
IMes-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,39,44
SIMes-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,31,40
IDD-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,10,27
SIDD-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,7,12
IPr*-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,71,100
IPr*OMe-Pd-DMS,EtOH,K2CO3,783bis,UPLC,Method1,77,100
IPr-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,77,100
SIPr-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,17,33
IMes-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,42,54
SIMes-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,17,29
IDD-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,15,50
SIDD-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,10,29
IPr*-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,10,44
IPr*OMe-Pd-DMS,EtOH,Cs2CO3,783bis,UPLC,Method1,9,38
IPr-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,88,100
SIPr-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,77,100
IMes-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,16,20
SIMes-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,19,27
IDD-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,8,22
SIDD-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,8,19
IPr*-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,35,100
IPr*OMe-Pd-DMS,EtOH,K3PO4,783bis,UPLC,Method1,37,100
IPr-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,30,33
SIPr-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,17,19
IMes-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,15,22
SIMes-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,10,11
IDD-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,5,4
SIDD-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,9,10
IPr*-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,27,31
IPr*OMe-Pd-DMS,iPrOAc,K2CO3,783bis,UPLC,Method1,23,29
IPr-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,88,100
SIPr-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,80,94
IMes-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,55,64
SIMes-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,51,58
IDD-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,7,18
SIDD-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,51,65
IPr*-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,40,58
IPr*OMe-Pd-DMS,iPrOAc,Cs2CO3,783bis,UPLC,Method1,42,51
IPr-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,81,93
SIPr-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,43,49
IMes-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,42,50
SIMes-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,31,36
IDD-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,9,10
SIDD-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,41,49
IPr*-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,30,43
IPr*OMe-Pd-DMS,iPrOAc,K3PO4,783bis,UPLC,Method1,20,23
IPr-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,16,15
SIPr-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,9,8
IMes-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,9,7
SIMes-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,5,3
IDD-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,3,2
SIDD-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,8,8
IPr*-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,18,20
IPr*OMe-Pd-DMS,Me-THF,K2CO3,783bis,UPLC,Method1,16,15
IPr-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,90,100
SIPr-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,79,89
IMes-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,55,60
SIMes-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,28,29
IDD-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,9,7
SIDD-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,19,19
IPr*-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,31,35
IPr*OMe-Pd-DMS,Me-THF,Cs2CO3,783bis,UPLC,Method1,28,29
IPr-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,58,65
SIPr-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,31,35
IMes-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,28,30
SIMes-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,19,18
IDD-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,5,3
SIDD-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,11,8
IPr*-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,19,19
IPr*OMe-Pd-DMS,Me-THF,K3PO4,783bis,UPLC,Method1,13,14
IPr-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,12,
SIPr-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,7,
IMes-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,3,
SIMes-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,3,
IDD-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,3,
SIDD-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,3,
IPr*-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,21,
IPr*OMe-Pd-DMS,Toluene,K2CO3,783bis,UPLC,Method1,19,
IPr-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,64,
SIPr-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,47,
IMes-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,15,
SIMes-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,16,
IDD-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,3,
SIDD-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,7,
IPr*-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,85,
IPr*OMe-Pd-DMS,Toluene,Cs2CO3,783bis,UPLC,Method1,67,
IPr-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,20,
SIPr-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,13,
IMes-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,13,
SIMes-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,8,
IDD-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,3,
SIDD-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,6,
IPr*-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,20,
IPr*OMe-Pd-DMS,Toluene,K3PO4,783bis,UPLC,Method1,15,
IPr-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,69,100
SIPr-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,86,100
IMes-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,41,41
SIMes-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,31,43
IDD-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,11,28
SIDD-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,6,6
IPr*-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,72,100
IPr*OMe-Pd-DMS,EtOH,K2CO3,797,UPLC,Method2,63,100
IPr-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,73,90
SIPr-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,10,19
IMes-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,33,35
SIMes-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,11,12
IDD-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,13,34
SIDD-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,8,16
IPr*-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,7,32
IPr*OMe-Pd-DMS,EtOH,Cs2CO3,797,UPLC,Method2,6,36
IPr-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,93,100
SIPr-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,82,100
IMes-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,31,32
SIMes-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,29,32
IDD-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,10,17
SIDD-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,9,16
IPr*-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,40,100
IPr*OMe-Pd-DMS,EtOH,K3PO4,797,UPLC,Method2,48,100
IPr-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,14,16
SIPr-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,9,11
IMes-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,12,13
SIMes-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,8,4
IDD-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,5,0
SIDD-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,9,3
IPr*-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,11,5
IPr*OMe-Pd-DMS,iPrOAc,K2CO3,797,UPLC,Method2,10,5
IPr-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,94,100
SIPr-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,86,95
IMes-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,48,47
SIMes-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,42,46
IDD-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,21,19
SIDD-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,57,62
IPr*-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,27,25
IPr*OMe-Pd-DMS,iPrOAc,Cs2CO3,797,UPLC,Method2,18,15
IPr-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,74,76
SIPr-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,40,39
IMes-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,32,32
SIMes-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,25,22
IDD-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,7,7
SIDD-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,31,38
IPr*-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,45,50
IPr*OMe-Pd-DMS,iPrOAc,K3PO4,797,UPLC,Method2,39,46
IPr-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,10,3
SIPr-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,6,4
IMes-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,5,0
SIMes-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,3,0
IDD-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,3,0
SIDD-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,5,0
IPr*-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,6,0
IPr*OMe-Pd-DMS,Me-THF,K2CO3,797,UPLC,Method2,6,1
IPr-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,93,100
SIPr-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,68,76
IMes-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,44,43
SIMes-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,27,26
IDD-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,12,13
SIDD-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,27,31
IPr*-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,13,8
IPr*OMe-Pd-DMS,Me-THF,Cs2CO3,797,UPLC,Method2,11,9
IPr-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,47,46
SIPr-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,27,28
IMes-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,23,22
SIMes-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,17,16
IDD-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,5,0
SIDD-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,11,7
IPr*-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,35,37
IPr*OMe-Pd-DMS,Me-THF,K3PO4,797,UPLC,Method2,27,26
IPr-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,10,
SIPr-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,5,
IMes-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,3,
SIMes-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,3,
IDD-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,3,
SIDD-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,3,
IPr*-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,9,
IPr*OMe-Pd-DMS,Toluene,K2CO3,797,UPLC,Method2,9,
IPr-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,82,
SIPr-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,59,
IMes-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,21,
SIMes-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,17,
IDD-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,3,
SIDD-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,9,
IPr*-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,28,
IPr*OMe-Pd-DMS,Toluene,Cs2CO3,797,UPLC,Method2,8,
IPr-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,19,
SIPr-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,10,
IMes-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,11,
SIMes-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,6,
IDD-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,3,
SIDD-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,3,
IPr*-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,27,
IPr*OMe-Pd-DMS,Toluene,K3PO4,797,UPLC,Method2,22,
IPr-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,64,100
SIPr-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,93,100
IMes-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,40,48
SIMes-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,33,44
IDD-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,9,15
SIDD-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,5,9
IPr*-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,67,100
IPr*OMe-Pd-DMS,EtOH,K2CO3,825,UPLC,Method2,67,100
IPr-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,71,92
SIPr-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,10,18
IMes-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,39,45
SIMes-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,11,19
IDD-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,13,38
SIDD-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,8,24
IPr*-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,7,31
IPr*OMe-Pd-DMS,EtOH,Cs2CO3,825,UPLC,Method2,14,29
IPr-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,91,100
SIPr-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,84,100
IMes-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,31,34
SIMes-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,34,43
IDD-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,12,18
SIDD-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,8,13
IPr*-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,47,100
IPr*OMe-Pd-DMS,EtOH,K3PO4,825,UPLC,Method2,51,100
IPr-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,13,10
SIPr-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,8,6
IMes-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,11,21
SIMes-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,6,19
IDD-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,3,5
SIDD-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,7,5
IPr*-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,5,9
IPr*OMe-Pd-DMS,iPrOAc,K2CO3,825,UPLC,Method2,8,5
IPr-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,89,100
SIPr-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,84,96
IMes-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,49,54
SIMes-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,38,40
IDD-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,20,23
SIDD-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,53,61
IPr*-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,25,25
IPr*OMe-Pd-DMS,iPrOAc,Cs2CO3,825,UPLC,Method2,17,27
IPr-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,62,68
SIPr-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,35,37
IMes-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,37,43
SIMes-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,29,30
IDD-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,10,8
SIDD-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,27,29
IPr*-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,22,22
IPr*OMe-Pd-DMS,iPrOAc,K3PO4,825,UPLC,Method2,13,18
IPr-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,7,0
SIPr-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,5,0
IMes-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,5,3
SIMes-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,3,1
IDD-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,3,0
SIDD-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,5,0
