Index,Reaction1,Reaction2,Catalyst1,Catalyst2,Product,Yield,ee
13,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(OCC)=O)[C@H](O)C,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.06676671297804772,-0.32708874372144
14,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(O)(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](O)C,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.012229300218245573,-0.0507363571521629
15,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(O)=O)CO,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.042791950079471106,-0.273132317138613
16,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(OCC)=O)CO,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.0342235807816467,-0.480919940557647
17,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(C1=CC=CC=C1)(C2=CC=CC=C2)O)CO,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.04471245350754063,-0.0570016538918918
18,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(O)=O)CS,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.10202263040881149,-0.0208373221559419
19,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(O)=O)CC1=CC=CC=C1,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.09179506733034849,0.0831572621761777
20,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C(C1=CC=CC=C1)(C2=CC=CC=C2)O)CC3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,1.0,-0.194676158415081
21,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](CO)CC1=CC=CC=C1,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.12748477261291524,0.404780464959607
22,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H](C1=CC=CC=C1)[C@@H](O)C2=CC=CC=C2,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.8715502128531225,-0.62233337743333
23,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@@H](N)C1=CC=CC=C1)C2=CC=CC=C2,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.7382174342212067,0.410573691797842
24,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@H](C1=CC=CC=C1)NC(O[C@@H]2CC3=CC[C@]([C@@](CC[C@@H]4[C@H](C)CCCC(C)C)([H])[C@]4(C)CC5)([H])[C@@]5([H])[C@@]3(C)CC2)=O)C6=CC=CC=C6,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.3342003006184504,0.339504706984432
25,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@@H](NC(C1CCCCC1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.08981374689636083,0.164297903528331
26,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@@H](NC(C1=CC=CC=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.13485542699165087,0.14734165956649
27,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@@H](NS(C1=CC=CC=C1)(=O)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.20127680529152417,0.753867164724515
28,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@@H](NS(C)(=O)=O)C1=CC=CC=C1)C2=CC=CC=C2,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.05962990363617199,0.644415732818247
29,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,NC(C=CC1=C2C=CC=C1)=C2C3=C(N)C=CC4=CC=CC=C43,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.08447641445173662,-0.0138045091524962
30,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]1[C@H](N)CCCC1,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.040098569082539594,-0.0604776803463136
31,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@@H]1CCCC[C@H]1NS(=O)(C2=CC=C(C)C=C2)=O,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.044305133266211646,-0.0165064703216827
